Time,Human Count,Social Distance violate,Restricted Entry,Abnormal Activity
2024-12-10 12:03:26.336480,0,0,0,0
2024-12-10 12:03:26.492104,0,0,0,0
2024-12-10 12:03:26.692459,0,0,0,0
2024-12-10 12:03:26.854876,0,0,0,0
2024-12-10 12:03:27.017477,0,0,0,0
2024-12-10 12:03:27.194030,0,0,0,0
2024-12-10 12:03:27.376188,0,0,0,0
2024-12-10 12:03:27.527694,0,0,0,0
2024-12-10 12:03:27.678730,0,0,0,0
2024-12-10 12:03:27.852416,0,0,0,0
2024-12-10 12:03:28.008972,0,0,0,0
2024-12-10 12:03:28.189616,0,0,0,0
2024-12-10 12:03:28.380991,0,0,0,0
2024-12-10 12:03:28.595226,0,0,0,0
2024-12-10 12:03:28.756190,0,0,0,0
2024-12-10 12:03:28.905050,0,0,0,0
2024-12-10 12:03:29.061084,0,0,0,0
2024-12-10 12:03:29.371679,0,0,0,0
2024-12-10 12:03:29.511561,0,0,0,0
2024-12-10 12:03:29.642960,0,0,0,0
2024-12-10 12:03:29.789164,0,0,0,0
2024-12-10 12:03:29.951327,0,0,0,0
2024-12-10 12:03:30.120519,0,0,0,0
2024-12-10 12:03:30.371819,0,0,0,0
2024-12-10 12:03:30.501934,0,0,0,0
2024-12-10 12:03:30.639644,0,0,0,0
2024-12-10 12:03:30.789352,0,0,0,0
2024-12-10 12:03:30.943052,0,0,0,0
2024-12-10 12:03:31.094458,0,0,0,0
2024-12-10 12:03:31.365616,0,0,0,0
2024-12-10 12:03:31.520299,0,0,0,0
2024-12-10 12:03:31.711959,0,0,0,0
2024-12-10 12:03:31.888085,0,0,0,0
2024-12-10 12:03:32.032076,0,0,0,0
2024-12-10 12:03:32.174328,0,0,0,0
2024-12-10 12:03:32.305528,0,0,0,0
2024-12-10 12:03:32.473527,0,0,0,0
2024-12-10 12:03:32.635539,0,0,0,0
2024-12-10 12:03:32.801876,0,0,0,0
2024-12-10 12:03:32.949479,0,0,0,0
2024-12-10 12:03:33.089464,0,0,0,0
2024-12-10 12:03:34.375597,0,0,0,0
2024-12-10 12:03:34.620905,1,0,0,0
2024-12-10 12:03:34.839677,1,0,0,0
2024-12-10 12:03:35.070041,3,0,0,0
2024-12-10 12:03:35.356906,3,0,0,1
2024-12-10 12:03:35.554327,3,0,0,1
2024-12-10 12:03:35.755028,3,0,0,1
2024-12-10 12:03:35.962285,3,0,0,1
2024-12-10 12:03:36.168424,3,0,0,1
2024-12-10 12:03:36.366764,0,0,0,0
2024-12-10 12:03:36.515903,0,0,0,0
2024-12-10 12:03:36.684043,0,0,0,0
2024-12-10 12:03:36.828527,0,0,0,0
2024-12-10 12:03:36.969414,0,0,0,0
2024-12-10 12:03:37.215648,0,0,0,0
2024-12-10 12:03:37.367125,0,0,0,0
2024-12-10 12:03:37.521179,0,0,0,0
2024-12-10 12:03:37.683328,0,0,0,0
2024-12-10 12:03:37.860942,0,0,0,0
2024-12-10 12:03:38.073758,0,0,0,0
2024-12-10 12:03:38.231586,0,0,0,0
2024-12-10 12:03:38.390040,0,0,0,0
2024-12-10 12:03:38.540797,0,0,0,0
2024-12-10 12:03:38.690141,0,0,0,0
2024-12-10 12:03:38.881026,0,0,0,0
2024-12-10 12:03:39.027787,0,0,0,0
2024-12-10 12:03:39.171071,0,0,0,0
2024-12-10 12:03:39.346837,0,0,0,0
2024-12-10 12:03:39.505582,0,0,0,0
2024-12-10 12:03:39.683079,0,0,0,0
2024-12-10 12:03:39.838431,0,0,0,0
2024-12-10 12:03:40.015926,0,0,0,0
2024-12-10 12:03:40.159427,0,0,0,0
2024-12-10 12:03:40.310921,0,0,0,0
2024-12-10 12:03:40.466223,0,0,0,0
2024-12-10 12:03:40.618390,0,0,0,0
2024-12-10 12:03:40.774475,0,0,0,0
2024-12-10 12:03:40.975865,0,0,0,0
2024-12-10 12:03:41.137668,0,0,0,0
2024-12-10 12:03:41.303502,0,0,0,0
2024-12-10 12:03:41.476758,0,0,0,0
2024-12-10 12:03:41.619694,0,0,0,0
2024-12-10 12:03:41.788991,0,0,0,0
2024-12-10 12:03:42.040971,0,0,0,0
2024-12-10 12:03:42.192344,0,0,0,0
2024-12-10 12:03:42.342580,0,0,0,0
2024-12-10 12:03:42.491919,0,0,0,0
2024-12-10 12:03:42.659997,0,0,0,0
2024-12-10 12:03:42.813419,0,0,0,0
2024-12-10 12:03:42.969867,0,0,0,0
2024-12-10 12:03:43.125502,0,0,0,0
2024-12-10 12:03:43.270434,0,0,0,0
2024-12-10 12:03:43.422088,0,0,0,0
2024-12-10 12:03:43.572326,0,0,0,0
2024-12-10 12:03:43.715496,0,0,0,0
2024-12-10 12:03:43.869298,0,0,0,0
2024-12-10 12:03:44.008450,0,0,0,0
2024-12-10 12:03:44.160512,0,0,0,0
2024-12-10 12:03:44.298172,0,0,0,0
2024-12-10 12:03:44.439088,0,0,0,0
2024-12-10 12:03:44.584983,0,0,0,0
2024-12-10 12:03:44.724553,0,0,0,0
2024-12-10 12:03:44.860204,0,0,0,0
2024-12-10 12:03:45.024044,0,0,0,0
2024-12-10 12:03:45.171996,0,0,0,0
2024-12-10 12:03:45.319774,0,0,0,0
2024-12-10 12:03:45.460712,0,0,0,0
2024-12-10 12:03:45.616372,0,0,0,0
2024-12-10 12:03:45.877465,0,0,0,0
2024-12-10 12:03:46.039860,0,0,0,0
2024-12-10 12:03:46.184349,0,0,0,0
2024-12-10 12:03:46.340956,0,0,0,0
2024-12-10 12:03:46.479591,0,0,0,0
2024-12-10 12:03:46.631873,0,0,0,0
2024-12-10 12:03:46.771611,0,0,0,0
2024-12-10 12:03:46.916170,0,0,0,0
2024-12-10 12:03:47.063708,0,0,0,0
2024-12-10 12:03:47.225378,0,0,0,0
2024-12-10 12:03:47.368321,0,0,0,0
2024-12-10 12:03:47.497977,0,0,0,0
2024-12-10 12:03:47.681378,0,0,0,0
2024-12-10 12:03:47.840755,0,0,0,0
2024-12-10 12:03:48.010238,0,0,0,0
2024-12-10 12:03:48.160389,0,0,0,0
2024-12-10 12:03:48.315395,0,0,0,0
2024-12-10 12:03:48.483905,0,0,0,0
2024-12-10 12:03:48.686522,0,0,0,0
2024-12-10 12:03:48.821979,0,0,0,0
2024-12-10 12:03:48.965366,0,0,0,0
2024-12-10 12:03:49.112166,0,0,0,0
2024-12-10 12:03:49.275393,0,0,0,0
2024-12-10 12:03:49.402524,0,0,0,0
2024-12-10 12:03:49.674819,0,0,0,0
2024-12-10 12:03:49.828406,0,0,0,0
2024-12-10 12:03:49.980836,0,0,0,0
2024-12-10 12:03:50.120766,0,0,0,0
2024-12-10 12:03:50.295648,0,0,0,0
2024-12-10 12:03:50.481770,0,0,0,0
2024-12-10 12:03:50.611623,0,0,0,0
2024-12-10 12:03:50.749681,0,0,0,0
2024-12-10 12:03:50.893468,0,0,0,0
2024-12-10 12:03:51.070407,0,0,0,0
2024-12-10 12:03:51.232750,0,0,0,0
2024-12-10 12:03:51.359646,0,0,0,0
2024-12-10 12:03:51.568457,0,0,0,0
2024-12-10 12:03:51.720493,0,0,0,0
2024-12-10 12:03:51.863312,0,0,0,0
2024-12-10 12:03:52.027899,0,0,0,0
2024-12-10 12:03:52.205680,0,0,0,0
2024-12-10 12:03:52.349088,0,0,0,0
2024-12-10 12:03:52.597470,0,0,0,0
2024-12-10 12:03:52.738729,0,0,0,0
2024-12-10 12:03:52.882395,0,0,0,0
2024-12-10 12:03:53.023476,0,0,0,0
2024-12-10 12:03:53.162281,0,0,0,0
2024-12-10 12:03:53.291479,0,0,0,0
2024-12-10 12:03:53.472052,0,0,0,0
2024-12-10 12:03:53.653624,0,0,0,0
2024-12-10 12:03:53.792528,0,0,0,0
2024-12-10 12:03:53.972765,0,0,0,0
2024-12-10 12:03:54.096699,0,0,0,0
2024-12-10 12:03:54.283321,0,0,0,0
2024-12-10 12:03:54.508558,0,0,0,0
2024-12-10 12:03:54.653230,0,0,0,0
2024-12-10 12:03:54.814093,0,0,0,0
2024-12-10 12:03:54.958779,2,0,0,0
2024-12-10 12:03:55.190949,0,0,0,0
2024-12-10 12:03:55.479154,0,0,0,0
2024-12-10 12:03:55.681950,0,0,0,0
2024-12-10 12:03:55.826807,0,0,0,0
2024-12-10 12:03:55.950517,0,0,0,0
2024-12-10 12:03:56.189218,0,0,0,0
2024-12-10 12:03:56.369810,0,0,0,0
2024-12-10 12:03:56.500636,0,0,0,0
2024-12-10 12:03:56.626751,0,0,0,0
2024-12-10 12:03:56.764204,0,0,0,0
2024-12-10 12:03:56.904760,0,0,0,0
2024-12-10 12:03:57.176515,0,0,0,0
2024-12-10 12:03:57.362567,0,0,0,0
2024-12-10 12:03:57.536413,0,0,0,0
2024-12-10 12:03:57.724118,0,0,0,0
2024-12-10 12:03:57.869500,0,0,0,0
2024-12-10 12:03:58.000540,0,0,0,0
2024-12-10 12:03:58.188355,0,0,0,0
2024-12-10 12:03:58.337860,0,0,0,0
2024-12-10 12:03:58.492977,0,0,0,0
2024-12-10 12:03:58.639705,0,0,0,0
2024-12-10 12:03:58.807138,0,0,0,0
2024-12-10 12:03:58.969073,0,0,0,0
2024-12-10 12:03:59.169030,0,0,0,0
2024-12-10 12:03:59.313378,0,0,0,0
2024-12-10 12:03:59.464872,0,0,0,0
2024-12-10 12:03:59.635766,0,0,0,0
2024-12-10 12:03:59.786283,0,0,0,0
2024-12-10 12:03:59.976471,0,0,0,0
2024-12-10 12:04:00.132689,0,0,0,0
2024-12-10 12:04:00.313148,0,0,0,0
2024-12-10 12:04:00.446651,0,0,0,0
2024-12-10 12:04:00.595349,0,0,0,0
2024-12-10 12:04:00.740970,0,0,0,0
2024-12-10 12:04:00.894721,0,0,0,0
2024-12-10 12:04:01.094009,0,0,0,0
2024-12-10 12:04:01.253326,0,0,0,0
2024-12-10 12:04:01.405935,0,0,0,0
2024-12-10 12:04:01.541563,0,0,0,0
2024-12-10 12:04:01.690225,0,0,0,0
2024-12-10 12:04:01.854830,0,0,0,0
2024-12-10 12:04:02.001631,0,0,0,0
2024-12-10 12:04:02.167897,0,0,0,0
2024-12-10 12:04:02.364306,0,0,0,0
2024-12-10 12:04:02.541002,0,0,0,0
2024-12-10 12:04:02.687512,0,0,0,0
2024-12-10 12:04:02.822904,0,0,0,0
2024-12-10 12:04:02.966237,0,0,0,0
2024-12-10 12:04:03.143005,0,0,0,0
2024-12-10 12:04:03.293532,0,0,0,0
2024-12-10 12:04:03.557950,0,0,0,0
2024-12-10 12:04:03.712205,0,0,0,0
2024-12-10 12:04:03.899212,0,0,0,0
2024-12-10 12:04:04.093389,0,0,0,0
2024-12-10 12:04:04.278978,0,0,0,0
2024-12-10 12:04:04.445885,0,0,0,0
2024-12-10 12:04:04.635234,0,0,0,0
2024-12-10 12:04:04.792011,0,0,0,0
2024-12-10 12:04:04.975902,0,0,0,0
2024-12-10 12:04:05.136754,0,0,0,0
2024-12-10 12:04:05.291637,0,0,0,0
2024-12-10 12:04:05.440236,0,0,0,0
2024-12-10 12:04:05.605768,0,0,0,0
2024-12-10 12:04:05.767543,0,0,0,0
2024-12-10 12:04:05.958984,0,0,0,0
2024-12-10 12:04:06.116457,0,0,0,0
2024-12-10 12:04:06.275902,0,0,0,0
2024-12-10 12:04:06.427119,0,0,0,0
2024-12-10 12:04:06.597025,0,0,0,0
2024-12-10 12:04:06.781480,0,0,0,0
2024-12-10 12:04:06.913544,0,0,0,0
2024-12-10 12:04:07.080388,0,0,0,0
2024-12-10 12:04:07.248456,0,0,0,0
2024-12-10 12:04:07.412522,0,0,0,0
2024-12-10 12:04:07.563737,0,0,0,0
2024-12-10 12:04:07.704430,0,0,0,0
2024-12-10 12:04:07.879778,0,0,0,0
2024-12-10 12:04:08.021370,0,0,0,0
2024-12-10 12:04:08.191434,0,0,0,0
2024-12-10 12:04:08.345762,0,0,0,0
2024-12-10 12:04:08.505484,0,0,0,0
2024-12-10 12:04:08.704424,0,0,0,0
2024-12-10 12:04:08.900772,0,0,0,0
2024-12-10 12:04:09.071162,0,0,0,0
2024-12-10 12:04:09.249988,0,0,0,0
2024-12-10 12:04:09.407064,0,0,0,0
2024-12-10 12:04:09.575226,0,0,0,0
2024-12-10 12:04:09.725746,0,0,0,0
2024-12-10 12:04:09.878023,0,0,0,0
2024-12-10 12:04:10.039559,0,0,0,0
2024-12-10 12:04:10.191625,0,0,0,0
2024-12-10 12:04:10.367183,0,0,0,0
2024-12-10 12:04:10.517687,0,0,0,0
2024-12-10 12:04:10.665897,0,0,0,0
2024-12-10 12:04:10.805800,0,0,0,0
2024-12-10 12:04:10.977548,0,0,0,0
2024-12-10 12:04:11.133113,0,0,0,0
2024-12-10 12:04:11.296419,0,0,0,0
2024-12-10 12:04:11.468044,0,0,0,0
2024-12-10 12:04:11.617144,0,0,0,0
2024-12-10 12:04:11.777004,0,0,0,0
2024-12-10 12:04:11.939415,0,0,0,0
2024-12-10 12:04:12.091608,0,0,0,0
2024-12-10 12:04:12.254263,0,0,0,0
2024-12-10 12:04:12.427178,0,0,0,0
2024-12-10 12:04:12.624664,0,0,0,0
2024-12-10 12:04:12.784717,0,0,0,0
2024-12-10 12:04:12.966518,0,0,0,0
2024-12-10 12:04:13.136777,0,0,0,0
2024-12-10 12:04:13.330197,0,0,0,0
2024-12-10 12:04:13.492845,0,0,0,0
2024-12-10 12:04:13.665178,0,0,0,0
2024-12-10 12:04:13.827747,0,0,0,0
2024-12-10 12:04:14.034880,0,0,0,0
2024-12-10 12:04:14.256501,0,0,0,0
2024-12-10 12:04:14.403503,0,0,0,0
2024-12-10 12:04:14.561137,0,0,0,0
2024-12-10 12:04:14.746253,2,0,0,0
2024-12-10 12:04:14.958669,0,0,0,0
2024-12-10 12:04:15.117200,0,0,0,0
2024-12-10 12:04:15.281623,0,0,0,0
2024-12-10 12:04:15.438955,0,0,0,0
2024-12-10 12:04:15.585846,0,0,0,0
2024-12-10 12:04:15.746689,0,0,0,0
2024-12-10 12:04:15.903353,0,0,0,0
2024-12-10 12:04:16.050818,0,0,0,0
2024-12-10 12:04:16.216104,0,0,0,0
2024-12-10 12:04:16.366316,0,0,0,0
2024-12-10 12:04:16.531703,0,0,0,0
2024-12-10 12:04:16.679904,0,0,0,0
2024-12-10 12:04:16.848029,0,0,0,0
2024-12-10 12:04:17.004994,0,0,0,0
2024-12-10 12:04:17.178049,0,0,0,0
2024-12-10 12:04:17.368945,0,0,0,0
2024-12-10 12:04:17.520636,0,0,0,0
2024-12-10 12:04:17.692250,0,0,0,0
2024-12-10 12:04:17.839421,0,0,0,0
2024-12-10 12:04:17.993957,0,0,0,0
2024-12-10 12:04:18.155922,0,0,0,0
2024-12-10 12:04:18.301639,0,0,0,0
2024-12-10 12:04:18.458916,0,0,0,0
2024-12-10 12:04:18.616142,0,0,0,0
2024-12-10 12:04:18.788846,0,0,0,0
2024-12-10 12:04:18.938151,0,0,0,0
2024-12-10 12:04:19.081213,0,0,0,0
2024-12-10 12:04:19.271997,0,0,0,0
2024-12-10 12:04:19.422646,0,0,0,0
2024-12-10 12:04:19.583572,0,0,0,0
2024-12-10 12:04:19.746337,0,0,0,0
2024-12-10 12:04:19.904338,0,0,0,0
2024-12-10 12:04:20.061659,0,0,0,0
2024-12-10 12:04:20.215204,0,0,0,0
2024-12-10 12:04:20.372784,0,0,0,0
2024-12-10 12:04:20.544699,0,0,0,0
2024-12-10 12:04:20.709528,0,0,0,0
2024-12-10 12:04:20.898512,0,0,0,0
2024-12-10 12:04:21.065991,0,0,0,0
2024-12-10 12:04:21.215901,0,0,0,0
2024-12-10 12:04:21.398099,0,0,0,0
2024-12-10 12:04:21.552238,0,0,0,0
2024-12-10 12:04:21.726119,0,0,0,0
2024-12-10 12:04:21.881230,0,0,0,0
2024-12-10 12:04:22.022943,0,0,0,0
2024-12-10 12:04:22.167436,0,0,0,0
2024-12-10 12:04:22.313710,0,0,0,0
2024-12-10 12:04:22.481866,0,0,0,0
2024-12-10 12:04:22.680520,0,0,0,0
2024-12-10 12:04:22.848901,0,0,0,0
2024-12-10 12:04:22.994737,0,0,0,0
2024-12-10 12:04:23.163867,0,0,0,0
2024-12-10 12:04:23.327572,0,0,0,0
2024-12-10 12:04:23.489644,0,0,0,0
2024-12-10 12:04:23.655952,0,0,0,0
2024-12-10 12:04:23.816020,0,0,0,0
2024-12-10 12:04:23.984117,0,0,0,0
2024-12-10 12:04:24.138750,0,0,0,0
2024-12-10 12:04:24.313682,0,0,0,0
2024-12-10 12:04:24.473235,0,0,0,0
2024-12-10 12:04:24.648204,2,0,0,0
2024-12-10 12:04:24.865802,3,0,0,1
2024-12-10 12:04:25.070340,2,0,0,0
2024-12-10 12:04:25.307545,3,0,0,1
2024-12-10 12:04:25.538736,3,0,0,1
2024-12-10 12:04:25.741397,3,0,0,1
2024-12-10 12:04:25.915227,3,0,0,1
2024-12-10 12:04:26.095972,3,0,0,1
2024-12-10 12:04:26.303615,3,0,0,1
2024-12-10 12:04:26.503746,0,0,0,0
2024-12-10 12:04:26.670590,0,0,0,0
2024-12-10 12:04:26.830489,0,0,0,0
2024-12-10 12:04:26.975937,0,0,0,0
2024-12-10 12:04:27.141793,3,0,0,1
2024-12-10 12:04:27.346136,3,0,0,1
2024-12-10 12:04:27.567293,3,0,0,1
2024-12-10 12:04:27.754660,3,0,0,0
2024-12-10 12:04:27.935981,2,0,0,0
2024-12-10 12:04:28.163227,1,0,0,0
2024-12-10 12:04:28.384474,2,0,0,0
2024-12-10 12:04:28.607673,2,0,0,0
2024-12-10 12:04:28.844603,2,0,0,0
2024-12-10 12:04:29.065296,2,0,0,0
2024-12-10 12:04:29.280635,2,0,0,0
2024-12-10 12:04:29.507633,2,0,0,0
2024-12-10 12:04:29.776953,2,0,0,0
2024-12-10 12:04:29.989431,2,0,0,0
2024-12-10 12:04:30.198189,3,0,0,0
2024-12-10 12:04:30.444869,3,0,0,1
2024-12-10 12:04:30.654665,3,0,0,0
2024-12-10 12:04:30.856992,2,0,0,0
2024-12-10 12:04:31.093985,2,0,0,0
2024-12-10 12:04:31.293904,2,0,0,0
2024-12-10 12:04:31.498025,2,0,0,0
2024-12-10 12:04:31.677070,2,0,0,0
2024-12-10 12:04:31.843274,2,0,0,0
2024-12-10 12:04:32.028702,1,0,0,0
2024-12-10 12:04:32.230655,1,0,0,0
2024-12-10 12:04:32.421325,1,0,0,0
2024-12-10 12:04:32.603487,1,0,0,0
2024-12-10 12:04:32.811050,1,0,0,0
2024-12-10 12:04:33.018356,1,0,0,0
2024-12-10 12:04:33.224466,1,0,0,0
2024-12-10 12:04:33.437390,1,0,0,0
2024-12-10 12:04:33.641831,1,0,0,0
2024-12-10 12:04:33.830861,0,0,0,0
2024-12-10 12:04:34.001500,0,0,0,0
2024-12-10 12:04:34.187856,0,0,0,0
2024-12-10 12:04:34.342091,0,0,0,0
2024-12-10 12:04:34.503014,0,0,0,0
2024-12-10 12:04:34.662101,1,0,0,0
2024-12-10 12:04:34.854049,1,0,0,0
2024-12-10 12:04:35.038754,1,0,0,0
2024-12-10 12:04:35.247486,1,0,0,0
2024-12-10 12:04:35.457538,1,0,0,0
2024-12-10 12:04:35.676767,1,0,0,0
2024-12-10 12:04:35.874579,1,0,0,0
2024-12-10 12:04:36.073086,0,0,0,0
2024-12-10 12:04:36.230671,1,0,0,0
2024-12-10 12:04:36.420193,1,0,0,0
2024-12-10 12:04:36.623776,0,0,0,0
2024-12-10 12:04:36.792125,0,0,0,0
2024-12-10 12:04:36.956910,0,0,0,0
2024-12-10 12:04:37.114417,0,0,0,0
2024-12-10 12:04:37.276875,0,0,0,0
2024-12-10 12:04:37.430840,0,0,0,0
2024-12-10 12:04:37.587537,0,0,0,0
2024-12-10 12:04:37.742182,0,0,0,0
2024-12-10 12:04:37.927877,0,0,0,0
2024-12-10 12:04:38.094364,0,0,0,0
2024-12-10 12:04:38.275908,0,0,0,0
2024-12-10 12:04:38.422145,0,0,0,0
2024-12-10 12:04:38.578585,0,0,0,0
2024-12-10 12:04:38.756848,1,0,0,0
2024-12-10 12:04:38.944831,0,0,0,0
2024-12-10 12:04:39.097747,2,0,0,0
2024-12-10 12:04:39.305380,2,0,0,0
2024-12-10 12:04:39.507113,1,0,0,0
2024-12-10 12:04:39.715844,0,0,0,0
2024-12-10 12:04:39.880191,1,0,0,0
2024-12-10 12:04:40.089851,1,0,0,0
2024-12-10 12:04:40.319870,1,0,0,0
2024-12-10 12:04:40.534907,1,0,0,0
2024-12-10 12:04:40.755346,1,0,0,0
2024-12-10 12:04:40.976416,1,0,0,0
